16761	Weingarten	47.81009	9.63863	t600
16762	Wendlingen am Neckar	48.67124	9.37632	t601
17802	Norden	53.59549	7.20615	t602
17843	Hannoversch Münden	51.41505	9.65046	t603
17924	Bad Neuenahr-Ahrweiler	50.54322	7.1113	t604
17931	Clausthal-Zellerfeld	51.80949	10.33821	t605
17933	Nottuln	51.93333	7.35	t606
17936	Parchim	53.42631	11.84875	t607
18944	Meckenheim	50.62388	7.02942	t608
18946	Kierspe	51.13403	7.59075	t609
18949	Aichach	48.45755	11.13413	t610
18950	Renningen	48.76974	8.93871	t611
18955	Rahden	52.43367	8.61263	t612
18957	Achim	53.01416	9.0263	t613
18959	Neckarsulm	49.18912	9.22527	t614
18963	Dreieich	50.01997	8.69611	t615
18966	Marbach am Neckar	48.93964	9.25995	t616
20027	Verl	51.88333	8.51667	t617
20028	Sundern	51.3281	8.00369	t618
